Date,Close,High,Low,Open,Volume,Ticker
8/31/2022,1712.800049,1720.900024,1708.5,1718.300049,2133,GC=F
9/1/2022,1696.599976,1707.900024,1693.900024,1707.900024,683,GC=F
9/2/2022,1709.800049,1715.699951,1703.099976,1703.400024,182,GC=F
9/6/2022,1700.400024,1717.400024,1699.699951,1709.699951,697,GC=F
9/7/2022,1715.300049,1715.300049,1694.699951,1694.800049,651,GC=F
9/8/2022,1708,1718.199951,1705.300049,1718.199951,1193,GC=F
9/9/2022,1716.199951,1720,1712.800049,1719.199951,635,GC=F
9/12/2022,1728.099976,1728.099976,1727.400024,1727.400024,68,GC=F
9/13/2022,1705,1720.5,1697.300049,1720.5,432,GC=F
9/14/2022,1696.5,1701.800049,1696.5,1698.699951,532,GC=F
9/15/2022,1665.400024,1686,1662.300049,1685.5,1125,GC=F
9/16/2022,1671.699951,1674.900024,1651.699951,1660.400024,464,GC=F
9/19/2022,1666.199951,1669.400024,1658.5,1661.800049,580,GC=F
9/20/2022,1659.699951,1659.699951,1659.699951,1659.699951,2830,GC=F
9/21/2022,1664.599976,1680.099976,1664.599976,1665.5,2337,GC=F
9/22/2022,1670.800049,1670.800049,1668.300049,1668.300049,973,GC=F
9/23/2022,1645.300049,1667,1645.300049,1667,1224,GC=F
9/26/2022,1623.300049,1623.300049,1623.300049,1623.300049,1205,GC=F
9/27/2022,1626.699951,1636.599976,1626.699951,1632.199951,888,GC=F
9/28/2022,1660.400024,1660.400024,1620.400024,1620.400024,18311,GC=F
9/29/2022,1658.5,1662.599976,1640,1657,6028,GC=F
9/30/2022,1662.400024,1672.699951,1658,1661.699951,548,GC=F
10/3/2022,1692.900024,1700,1661.900024,1667.199951,410,GC=F
10/4/2022,1721.099976,1728,1696,1701.199951,291,GC=F
10/5/2022,1711.400024,1726.599976,1703,1724.099976,418,GC=F
10/6/2022,1711.699951,1723.300049,1709.099976,1721,133,GC=F
10/7/2022,1700.5,1710.099976,1693.699951,1710.099976,179,GC=F
10/10/2022,1667.300049,1693.400024,1667,1693.400024,195,GC=F
10/11/2022,1678.699951,1678.699951,1661,1661.800049,167,GC=F
10/12/2022,1670.300049,1672.699951,1668,1668,149,GC=F
10/13/2022,1670,1675.300049,1641.5,1675.199951,729,GC=F
10/14/2022,1641.699951,1667,1640,1665.300049,82,GC=F
10/17/2022,1657,1657,1646.800049,1650.199951,238,GC=F
10/18/2022,1649,1655.199951,1649,1651.400024,597,GC=F
10/19/2022,1627.5,1637.5,1627.5,1637.5,84,GC=F
10/20/2022,1630.800049,1641.400024,1622.800049,1622.800049,477,GC=F
10/21/2022,1651,1653.900024,1634.099976,1634.099976,224,GC=F
10/24/2022,1648.699951,1662.699951,1648.699951,1662.699951,29,GC=F
10/25/2022,1652.800049,1652.800049,1637.300049,1648.199951,880,GC=F
10/26/2022,1664,1667,1649.800049,1649.800049,89,GC=F
10/27/2022,1660.699951,1660.699951,1660.699951,1660.699951,2298,GC=F
10/28/2022,1639.599976,1661,1638.699951,1661,626,GC=F
10/31/2022,1635.900024,1641.800049,1633.400024,1641.800049,522,GC=F
11/1/2022,1645,1653.699951,1630.800049,1630.800049,985,GC=F
11/2/2022,1645.699951,1664.699951,1634,1650.800049,612,GC=F
11/3/2022,1627.300049,1629.199951,1615.099976,1629.199951,1427,GC=F
11/4/2022,1672.5,1674.5,1629,1630.199951,159,GC=F
11/7/2022,1676.5,1677.900024,1672.900024,1676.900024,42,GC=F
11/8/2022,1712.099976,1712.099976,1703.199951,1703.199951,23,GC=F
11/9/2022,1710.099976,1720.199951,1706,1707.400024,497,GC=F
11/10/2022,1750.300049,1750.300049,1708.199951,1708.199951,325,GC=F
11/11/2022,1766,1766,1757.599976,1763.800049,257,GC=F
11/14/2022,1773.599976,1773.599976,1761.599976,1762,358,GC=F
11/15/2022,1773.800049,1773.800049,1769.900024,1770.800049,57,GC=F
11/16/2022,1773,1778.900024,1773,1776.599976,303,GC=F
11/17/2022,1760.800049,1763,1756,1763,18,GC=F
11/18/2022,1751.900024,1763.300049,1747.599976,1763.300049,414,GC=F
